leak_coeff: 0.1,,,,,leak_coeff: 0.2,,,,,leak_coeff: 0.30000000000000004,,,,,leak_coeff: 0.4,,,,,leak_coeff: 0.5,,,,
leakage_position (foot),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm),leak_elev (feet),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm),leak_elev (feet),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm),leak_elev (feet),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm),leak_elev (feet),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm),leak_elev (feet)
484,116.31233586271175,120.64485952976341,1519.4854650733598,1517.4264475891055,0.0,116.18549275852799,120.51801645391188,1521.305750870698,1517.188331923614,0.0,116.06659011015977,120.39911390059176,1523.010547474992,1516.835284996548,0.0,115.94355362779717,120.27607747929594,1524.7730392566866,1516.540552079235,0.0,115.81934046675606,120.15186437002501,1526.5507685255795,1516.2616680949905,0.0
485,116.3123359167887,120.6448595836173,1519.4854602382102,1517.426440999623,0.0,116.18549273905914,120.51801643398753,1521.3057529350751,1517.1883351281144,0.0,116.06659010853225,120.3991138982836,1523.010545173737,1516.83528504988,0.0,115.94355360289066,120.27607745348116,1524.773040756166,1516.5405526601346,0.0,115.81934041074662,120.15186431287887,1526.5507718758308,1516.2616706511014,0.0
486,116.31233592429136,120.64485959089068,1519.485465517702,1517.4264452364353,0.0,116.18549272674224,120.51801642121724,1521.3057531575091,1517.1883345057306,0.0,116.0665900644005,120.39911385347132,1523.010546545853,1516.8352845433594,0.0,115.9435536032548,120.27607745293821,1524.773037673826,1516.54055146655,0.0,115.81934035292818,120.15186425392474,1526.5507724703607,1516.2616716203647,0.0
487,116.31233595558858,120.64485962196179,1519.4854634493684,1517.4264441532623,0.0,116.18549275743219,120.51801645145629,1521.305749719806,1517.1883294945303,0.0,116.06659003960316,120.39911382799355,1523.0105451700827,1516.835284129763,0.0,115.94355363019497,120.27607747897238,1524.7730373440702,1516.5405479372462,0.0,115.81934043027466,120.15186433013675,1526.5507712374656,1516.261670440683,0.0
488,116.31233584710124,120.6448595132471,1519.4854632174324,1517.426445217408,0.0,116.18549275032237,120.51801644388924,1521.3057536000451,1517.1883357827248,0.0,116.06659009355997,120.39911388127021,1523.0105456243455,1516.8352829689215,0.0,115.94355363313596,120.2760774810039,1524.7730388378939,1516.540550853696,0.0,115.81934044420869,120.15186434293626,1526.5507700100156,1516.2616693543653,0.0
489,116.3123358917247,120.64485955764273,1519.485464809842,1517.4264470286942,0.0,116.18549277880109,120.5180164719155,1521.305751997406,1517.1883335718196,0.0,116.06659007234795,120.39911385937603,1523.0105460769541,1516.8352856386475,0.0,115.9435536217462,120.2760774687059,1524.7730375978165,1516.5405516220883,0.0,115.81934042836109,120.15186432595326,1526.5507706047679,1516.2616697634069,0.0
490,116.31233594451255,120.64485961020749,1519.4854591143242,1517.4264406193347,0.0,116.18549273644045,120.51801642910266,1521.305751310722,1517.188330799484,0.0,116.06659005215188,120.39911383850121,1523.0105447101137,1516.835282047159,0.0,115.94355368940467,120.27607753545675,1524.7730381772778,1516.5405510816315,0.0,115.8193403808374,120.15186427729378,1526.550771196642,1516.261670919961,0.0
491,116.31233592241725,120.64485958788254,1519.485463434366,1517.426445608187,0.0,116.1854927278386,120.51801642004547,1521.3057506270454,1517.1883339146054,0.0,116.06659001520049,120.39911380086707,1523.0105478824437,1516.8352855592432,0.0,115.94355357371234,120.27607741885689,1524.7730378487279,1516.5405504473438,0.0,115.8193404068472,120.1518643021687,1526.5507708817556,1516.261670394244,0.0
492,116.31233590451929,120.64485956975945,1519.4854613911325,1517.4264426544898,0.0,116.18549277337682,120.51801646512997,1521.3057526629893,1517.1883337589097,0.0,116.06659011009292,120.39911389508045,1523.0105447085505,1516.8352827145486,0.0,115.94355364974233,120.27607749397872,1524.7730375216722,1516.5405510285127,0.0,115.81934033433238,120.15186422851863,1526.5507723740038,1516.2616704294164,0.0
493,116.31233592407467,120.64485958908793,1519.4854620702386,1517.4264427842809,0.0,116.18549276515898,120.5180164564588,1521.3057519792092,1517.1883331356332,0.0,116.0665900263739,120.39911381068055,1523.0105460619016,1516.8352828612449,0.0,115.9435536346328,120.2760774779618,1524.7730353920522,1516.540550300808,0.0,115.81934038523006,120.15186427828095,1526.5507711564153,1516.2616709318386,0.0
494,116.31233587497145,120.6448595397568,1519.4854627460877,1517.4264448773536,0.0,116.18549270436296,120.51801639520912,1521.3057531019444,1517.1883328862993,0.0,116.06659010264931,120.39911388627503,1523.0105447065487,1516.8352833823633,0.0,115.94355359296378,120.27607743538492,1524.7730368719854,1516.540550134171,0.0,115.81934039474109,120.15186428665712,1526.5507708434125,1516.2616704060076,0.0
495,116.31233589605071,120.64485956060777,1519.485465221649,1517.4264474397742,0.0,116.18549276238488,120.51801645277948,1521.3057488196487,1517.1883292692532,0.0,116.06659007349798,120.39911385644189,1523.0105469539176,1516.8352852133132,0.0,115.94355365966014,120.276077501174,1524.7730365485952,1516.5405490313585,0.0,115.81934041614956,120.15186430693112,1526.5507705315872,1516.2616691307992,0.0
496,116.31233589925546,120.6448595635867,1519.4854649901667,1517.4264456067117,0.0,116.18549277225836,120.51801646219725,1521.3057517410066,1517.1883327609341,0.0,116.06659006033291,120.39911384259815,1523.0105447046335,1516.8352815237474,0.0,115.94355357608954,120.27607741669361,1524.773039813463,1516.5405523272666,0.0,115.81934039465405,120.15186428429897,1526.5507720123603,1516.2616717865749,0.0
497,116.31233601004199,120.6448596741495,1519.4854602714893,1517.426440309954,0.0,116.18549273596263,120.51801642544778,1521.3057519610054,1517.1883327918702,0.0,116.06659012303237,120.3991139046158,1523.0105451516156,1516.8352835422643,0.0,115.94355352470053,120.27607736439712,1524.7730385911618,1516.5405516927624,0.0,115.81934033752161,120.15186422603206,1526.5507708055318,1516.261670604769,0.0
498,116.31233592228371,120.64485958616157,1519.4854636328555,1517.4264453996516,0.0,116.18549275865128,120.51801644768214,1521.305751285606,1517.188333946497,0.0,116.06659007459575,120.39911385549914,1523.010544702834,1516.8352822850784,0.0,115.94355365124896,120.27607749003872,1524.7730364802355,1516.5405499339822,0.0,115.81934038814255,120.15186427551907,1526.5507704952831,1516.2616682982944,0.0
499,116.31233590601498,120.64485956966585,1519.4854651931753,1517.4264456240217,0.0,116.18549277831332,120.51801646689114,1521.3057523985062,1517.1883325731037,0.0,116.06659009788513,120.39911387810768,1523.0105442559325,1516.8352825254478,0.0,115.94355368447566,120.27607752235646,1524.7730397253654,1516.5405516399153,0.0,115.81934039767607,120.15186428391483,1526.5507728577395,1516.2616730164987,0.0
500,116.31233593274767,120.64485959617096,1519.485464070937,1517.4264472527796,0.0,116.18549275096517,120.51801643909008,1521.305750833932,1517.1883311997717,0.0,116.06659011224708,120.39911389178708,1523.0105473720703,1516.8352856698468,0.0,115.943553669395,120.2760775063699,1524.7730358421425,1516.5405482884378,0.0,115.81934044815652,120.15186433326228,1526.5507698791819,1516.2616692108536,0.0
501,116.31233586238957,120.64485952558533,1519.485465623981,1517.4264485075419,0.0,116.18549270442887,120.5180163920999,1521.3057510536496,1517.1883315108741,0.0,116.06659007881935,120.39911385767951,1523.0105451442073,1516.8352842246368,0.0,115.94355364673956,120.27607748280545,1524.7730373000895,1516.5405502755023,0.0,115.81934041553917,120.15186429950957,1526.550769573282,1516.2616696207576,0.0
502,116.31233590247896,120.64485956544983,1519.4854618398685,1517.4264452670695,0.0,116.18549273649889,120.51801642371504,1521.3057530481528,1517.1883335090745,0.0,116.06659010486963,120.3991138830498,1523.0105446990938,1516.8352828726363,0.0,115.94355363457029,120.2760774697288,1524.7730360951937,1516.5405494529814,0.0,115.8193404097382,120.15186429257221,1526.5507719233972,1516.261671718032,0.0
503,116.31233593619413,120.64485959893875,1519.4854625045841,1517.4264441796345,0.0,116.18549276606987,120.51801645283243,1521.3057514910467,1517.1883334463832,0.0,116.0665901464779,120.39911392397616,1523.0105451408556,1516.8352850817616,0.0,115.94355360450754,120.27607743875862,1524.773036662715,1516.5405485353658,0.0,115.81934042849458,120.15186431019492,1526.55076984757,1516.2616691282703,0.0
504,116.31233593912238,120.64485960164149,1519.4854613962884,1517.4264418737503,0.0,116.1854927433183,120.51801642962782,1521.3057508247928,1517.188332259445,0.0,116.06659007789713,120.39911385471407,1523.0105464641397,1516.8352860729165,0.0,115.94355364879091,120.27607748213363,1524.773037228083,1516.5405493991536,0.0,115.81934033596833,120.15186421653242,1526.5507713063332,1516.2616710384164,0.0
505,116.31233594395813,120.64485960624788,1519.4854638257839,1517.426446502663,0.0,116.18549274930538,120.51801643516058,1521.305751925482,1517.188333321529,0.0,116.06659014185314,120.39911391799224,1523.010543374419,1516.8352808768043,0.0,115.9435536804995,120.27607751293317,1524.7730360301916,1516.5405517635613,0.0,115.81934038605056,120.15186426548115,1526.5507692401175,1516.2616680724523,0.0
506,116.31233590361003,120.64485956567387,1519.4854627195236,1517.426444946362,0.0,116.18549279678409,120.5180164821878,1521.3057486185696,1517.1883294146937,0.0,116.06659007719414,120.3991138526505,1523.0105464553342,1516.8352843994567,0.0,115.94355369085194,120.2760775223804,1524.7730339578375,1516.540546906945,0.0,115.819340442163,120.15186432045623,1526.55077245029,1516.2616719530095,0.0
507,116.31233592116145,120.64485958299943,1519.485461617819,1517.426443295768,0.0,116.18549280710485,120.51801649205434,1521.3057497194723,1517.1883302890922,0.0,116.06659013840111,120.39911391317771,1523.0105442558352,1516.835282764749,0.0,115.94355370369199,120.27607753431184,1524.7730362797306,1516.5405480523752,0.0,115.81934040697203,120.15186428413124,1526.550771266454,1516.2616699245168,0.0
508,116.31233587851698,120.64485954012679,1519.4854640323601,1517.4264456769477,0.0,116.18549273908339,120.5180164235777,1521.305752570368,1517.188332758617,0.0,116.06659009994915,120.39911387404315,1523.010546446686,1516.8352861017559,0.0,115.94355361226016,120.27607744197154,1524.7730368416146,1516.540549104363,0.0,115.81934038942819,120.15186426545179,1526.550770961586,1516.2616708042676,0.0
509,116.31233593447608,120.64485959586007,1519.4854620557783,1517.426444025588,0.0,116.18549275335947,120.51801643740227,1521.3057475309583,1517.1883291306797,0.0,116.06659007646154,120.39911384987585,1523.0105460051432,1516.8352841853757,0.0,115.94355356643719,120.27607739524218,1524.7730347801398,1516.5405464968123,0.0,115.81934037470059,120.15186424959064,1526.5507689122567,1516.2616679295588,0.0
510,116.31233591724042,120.64485957839634,1519.4854627109808,1517.4264464080068,0.0,116.18549278705878,120.51801647064474,1521.3057512486916,1517.1883346975933,0.0,116.06659013663833,120.39911390937294,1523.0105438193445,1516.8352824557855,0.0,115.94355361580938,120.27607744370374,1524.7730388307618,1516.5405513038122,0.0,115.81934033573867,120.15186420949176,1526.5507712269705,1516.2616711564085,0.0
511,116.31233593981645,120.64485960074785,1519.4854598717986,1517.42644240991,0.0,116.18549276618232,120.51801644931784,1521.3057488476109,1517.188328722132,0.0,116.06659004607323,120.39911381812844,1523.0105425136692,1516.8352800686514,0.0,115.94355370359742,120.27607753058558,1524.7730367730733,1516.5405483195634,0.0,115.81934046058751,120.1518643332075,1526.5507683154633,1516.2616675291863,0.0
512,116.31233598057347,120.64485964127664,1519.485462271011,1517.4264448870088,0.0,116.18549276612602,120.51801644880632,1521.3057508075558,1517.1883313810445,0.0,116.06659013400102,120.39911390537358,1523.0105455601197,1516.8352834077557,0.0,115.94355366218662,120.27607748826735,1524.7730347238899,1516.5405476822712,0.0,115.81934045209879,120.1518643235848,1526.550767151042,1516.261665403523,0.0
513,116.31233590959503,120.64485957007116,1519.4854629219556,1517.4264452995305,0.0,116.18549270510205,120.5180163873272,1521.3057518913486,1517.1883340408485,0.0,116.0665900740592,120.39911384475039,1523.0105451238205,1516.8352846822959,0.0,115.94355359546168,120.27607742063395,1524.773035283223,1516.5405487353516,0.0,115.81934041507657,120.151864285425,1526.5507694558514,1516.261669759497,0.0
514,116.31233593664555,120.64485959689567,1519.4854618345569,1517.4264439279727,0.0,116.18549276131243,120.51801644308298,1521.3057529705547,1517.1883355746927,0.0,116.06659006031784,120.39911383032968,1523.0105446890357,1516.835282105989,0.0,115.94355363853482,120.276077462797,1524.773038436154,1516.5405526070203,0.0,115.8193404401542,120.15186430936704,1526.5507700223493,1516.2616705459277,0.0
515,116.31233593849903,120.6448595985231,1519.4854607515495,1517.4264426500852,0.0,116.18549275012256,120.51801643144155,1521.3057505849256,1517.1883317551603,0.0,116.06659004950393,120.39911381883454,1523.0105459848983,1516.8352829110604,0.0,115.94355358986105,120.27607741321819,1524.7730346684882,1516.5405476478766,0.0,115.81934041668487,120.15186428476319,1526.5507697243129,1516.2616693596117,0.0
516,116.31233602028216,120.64485968007953,1519.4854614012877,1517.4264424045748,0.0,116.1854927627799,120.51801644364465,1521.305752526356,1517.1883325376107,0.0,116.06659008015677,120.39911384880611,1523.0105455500322,1516.835283998144,0.0,115.94355363014989,120.2760774525993,1524.773036086221,1516.5405471972924,0.0,115.81934044403913,120.15186431098338,1526.5507685662665,1516.261667420502,0.0
517,116.31233596091192,120.64485962048265,1519.4854611861044,1517.4264421592761,0.0,116.18549273405995,120.51801641447184,1521.3057510126193,1517.1883310651892,0.0,116.06659009025394,120.39911385822418,1523.0105433947526,1516.8352811382956,0.0,115.94355362202792,120.27607744356906,1524.7730357785415,1516.5405479693093,0.0,115.81934042330016,120.15186428910886,1526.5507691313983,1516.2616681131988,0.0
518,116.31233597980047,120.64485963914302,1519.4854618329614,1517.4264447333194,0.0,116.18549280403829,120.51801648399675,1521.3057495043358,1517.1883307197072,0.0,116.06659013470721,120.39911390199573,1523.010543826071,1516.835282977539,0.0,115.94355362213128,120.27607744276395,1524.7730380477196,1516.54054883553,0.0,115.81934044511931,120.151864309793,1526.5507688365894,1516.2616678656932,0.0
519,116.31233596461597,120.64485962373212,1519.4854624770571,1517.426443924432,0.0,116.18549272881286,120.51801640831714,1521.3057505781446,1517.188331502717,0.0,116.06659009713006,120.39911386373889,1523.0105408246134,1516.8352813385084,0.0,115.94355354186965,120.2760773615939,1524.7730385942984,1516.5405497961774,0.0,115.81934042883186,120.15186429237119,1526.5507668307714,1516.261666583631,0.0
520,116.31233594816946,120.64485960705925,1519.4854622610478,1517.4264431149613,0.0,116.18549273656656,120.5180164156171,1521.305750790945,1517.188331533779,0.0,116.0665900797313,120.3991138456595,1523.0105429717769,1516.8352809216744,0.0,115.94355356083544,120.27607737965153,1524.7730374281907,1516.5405504748014,0.0,115.81934046484632,120.1518643272485,1526.5507691049518,1516.2616700990648,0.0
521,116.31233594605698,120.64485960471947,1519.4854620456667,1517.4264440922732,0.0,116.18549279355176,120.51801647214816,1521.3057510025724,1517.188332316929,0.0,116.0665900463487,120.39911381159561,1523.0105442560348,1516.8352818214605,0.0,115.94355361812033,120.2760774360294,1524.773036266269,1516.5405489895845,0.0,115.81934042939245,120.15186429065855,1526.5507705175246,1516.2616717340786,0.0
522,116.31233588456583,120.64485954300083,1519.4854626858607,1517.4264453521687,0.0,116.18549278466458,120.5180164628071,1521.3057520671534,1517.188332535908,0.0,116.06659012490752,120.39911388947267,1523.0105455350013,1516.8352836624229,0.0,115.94355358491806,120.27607740191885,1524.773036813214,1516.5405496686712,0.0,115.81934041747954,120.15186427761313,1526.5507676689867,1516.2616669694862,0.0
523,116.31233590815928,120.6448595663685,1519.4854624704851,1517.4264435075936,0.0,116.18549276858427,120.51801644627325,1521.3057505716258,1517.1883323790028,0.0,116.06659008721358,120.39911385109835,1523.010544255841,1516.8352831515213,0.0,115.94355358574022,120.27607740183335,1524.7730373579711,1516.5405492184825,0.0,115.81934044465375,120.15186430365213,1526.5507673796158,1516.2616670979853,0.0
524,116.31233591659033,120.64485957457234,1519.4854614047451,1517.426444391173,0.0,116.18549276511628,120.51801644235226,1521.3057507824665,1517.1883309984566,0.0,116.06659012915019,120.3991138923556,1523.0105421318497,1516.8352807577162,0.0,115.9435536132004,120.27607742838461,1524.7730387491588,1516.5405510270355,0.0,115.81934043095983,120.15186428882245,1526.550767939463,1516.2616681683537,0.0
525,116.31233592130924,120.6448595790656,1519.4854620425835,1517.4264421695184,0.0,116.18549275430927,120.51801643109125,1521.305750992678,1517.188331499837,0.0,116.06659005246631,120.39911381498956,1523.0105451038487,1516.8352831648529,0.0,115.9435536828808,120.27607749715912,1524.7730342050875,1516.540547751703,0.0,115.81934044772633,120.15186430445395,1526.5507676509574,1516.2616679206533,0.0
526,116.31233592692533,120.64485958445415,1519.4854626778276,1517.426443523958,0.0,116.18549276431845,120.5180164406469,1521.3057503548946,1517.188331248267,0.0,116.06659009518526,120.39911385702695,1523.0105463719522,1516.8352846311611,0.0,115.94355358951475,120.27607740288559,1524.7730347518777,1516.540546924213,0.0,115.81934043159474,120.15186428718903,1526.5507656741024,1516.2616646584752,0.0
527,116.31233598807619,120.64485964537776,1519.4854616174619,1517.4264445021931,0.0,116.18549278888162,120.5180164647585,1521.305747182765,1517.1883275123312,0.0,116.06659002766176,120.39911378882228,1523.0105467901137,1516.8352854386126,0.0,115.94355359923765,120.27607741169957,1524.7730361402816,1516.5405487337064,0.0,115.81934037566451,120.1518642301228,1526.5507679204227,1516.261666011614,0.0
528,116.31233592593223,120.64485958300678,1519.4854630960542,1517.4264448219235,0.0,116.18549280634753,120.51801648176958,1521.3057473984932,1517.188329614583,0.0,116.06659004338232,120.39911380386349,1523.0105446775774,1516.8352830435872,0.0,115.94355358829162,120.27607739984578,1524.7730358388924,1516.5405485654273,0.0,115.8193404545864,120.1518643079085,1526.5507684748256,1516.2616679308173,0.0
529,116.3123359354874,120.6448595923351,1519.4854637257,1517.4264448591728,0.0,116.18549278283444,120.51801645780237,1521.3057501408987,1517.1883301163857,0.0,116.06659007977667,120.39911383957671,1523.0105450973433,1516.8352837567934,0.0,115.94355366994179,120.27607748058853,1524.773035538178,1516.5405477369493,0.0,115.81934046489627,120.15186431708159,1526.5507698673503,1516.2616708875646,0.0
530,116.31233591968187,120.6448595763035,1519.4854626697345,1517.4264435771704,0.0,116.1854927583232,120.5180164328374,1521.3057495093478,1517.1883302411436,0.0,116.06659003867179,120.39911379779065,1523.0105463559257,1516.8352844702947,0.0,115.94355366087953,120.276077470618,1524.773035239063,1516.5405485110737,0.0,115.81934042418611,120.1518642752367,1526.5507712546441,1516.2616698859238,0.0
531,116.312335927317,120.64485958371183,1519.4854624575428,1517.4264436139451,0.0,116.1854927702667,120.51801644432632,1521.3057513981362,1517.188331685662,0.0,116.0665900536895,120.3991138121286,1523.0105434174047,1516.8352829216735,0.0,115.94355365403105,120.27607746286228,1524.773033265586,1516.5405474940146,0.0,115.81934043967195,120.1518642895887,1526.5507701262795,1516.261667469249,0.0
532,116.31233592368054,120.64485957984716,1519.4854647618913,1517.4264461015687,0.0,116.18549281687223,120.5180164904812,1521.3057474159664,1517.1883262486542,0.0,116.0665901251157,120.39911388287467,1523.0105430005892,1516.8352818438593,0.0,115.94355360221998,120.27607741014181,1524.773036316017,1516.5405500601132,0.0,115.81934040401113,120.15186425279184,1526.5507698375438,1516.2616692019856,0.0
533,116.31233595691882,120.64485961286121,1519.4854603622111,1517.4264417081476,0.0,116.18549279108642,120.5180164642395,1521.3057484654241,1517.1883303331426,0.0,116.06659013828141,120.3991138953596,1523.0105442557442,1516.8352818029887,0.0,115.9435536320348,120.2760774390502,1524.7730351822784,1516.5405474393463,0.0,115.81934042287588,120.15186427052144,1526.5507695497129,1516.261669236968,0.0
534,116.31233591853169,120.6448595742459,1519.4854618264721,1517.426444196389,0.0,116.1854927980793,120.51801647077843,1521.305750345303,1517.1883305523918,0.0,116.06659005371398,120.39911381011188,1523.0105438390287,1516.8352810077704,0.0,115.94355361634523,120.27607742245182,1524.773035718898,1516.5405491574322,0.0,115.81934040404354,120.1518642505536,1526.550769262958,1516.261669932617,0.0
535,116.3123359055309,120.64485956101827,1519.4854624514533,1517.4264442334197,0.0,116.18549278903019,120.51801646127504,1521.305750552503,1517.1883316209878,0.0,116.06659009278385,120.39911384849971,1523.0105450881144,1516.8352834199861,0.0,115.94355364168104,120.27607744688025,1524.7730354220537,1516.5405482338554,0.0,115.81934038557952,120.15186423095501,1526.5507689773613,1516.261668835355,0.0
536,116.31233588050144,120.64485953576103,1519.4854639065547,1517.426445968639,0.0,116.18549279469332,120.51801646648434,1521.3057507587519,1517.1883318404728,0.0,116.06659008658285,120.39911384161896,1523.010543840566,1516.8352816808176,0.0,115.94355359469115,120.2760773989817,1524.7730359563952,1516.5405496698738,0.0,115.8193404630064,120.15186430724815,1526.550767034756,1516.2616663216384,0.0
537,116.31233593172561,120.6448595867591,1519.4854620328879,1517.4264448735235,0.0,116.18549279476883,120.5180164661069,1521.305749304489,1517.1883305503268,0.0,116.06659009632678,120.39911385068106,1523.0105450851038,1516.835283621949,0.0,115.94355364645901,120.27607744984233,1524.7730356599434,1516.5405484629002,0.0,115.81934043598656,120.15186427909174,1526.5507692364426,1516.2616688108587,0.0
538,116.3123359402602,120.64485959506835,1519.485460995552,1517.4264421737316,0.0,116.18549274784121,120.51801641872382,1521.3057519972997,1517.1883336016544,0.0,116.06659014716455,120.39911390083886,1523.010544669559,1516.8352822596482,0.0,115.94355359984202,120.27607740231723,1524.7730353650327,1516.5405489551106,0.0,115.81934045840123,120.15186430037198,1526.550768126749,1516.2616675238985,0.0
539,116.3123359685811,120.64485962316236,1519.4854607898817,1517.426442399256,0.0,116.18549274624492,120.51801641667453,1521.305750546307,1517.1883324060675,0.0,116.06659007777206,120.39911383076495,1523.0105450816736,1516.8352835408568,0.0,115.94355364365555,120.27607744522268,1524.7730350710426,1516.5405493530056,0.0,115.81934045134889,120.15186429218454,1526.5507670208056,1516.2616675585703,0.0
540,116.31233595911706,120.64485961347066,1519.4854614110725,1517.4264440411798,0.0,116.18549275204884,120.51801642202535,1521.3057499259423,1517.1883313040578,0.0,116.06659009407113,120.39911384638476,1523.010543843464,1516.8352808557338,0.0,115.94355364921825,120.2760774498783,1524.7730339545574,1516.5405479561484,0.0,115.81934043674522,120.15186427644605,1526.5507667420802,1516.261666932351,0.0
541,116.31233595602716,120.64485961015419,1519.4854603808133,1517.4264437005395,0.0,116.18549280021114,120.51801646973465,1521.3057493076844,1517.188330012571,0.0,116.06659014357913,120.39911389521231,1523.0105434326906,1516.8352803422665,0.0,115.9435536296767,120.27607742942942,1524.773034486239,1516.5405468422891,0.0,115.81934045628894,120.15186429485446,1526.5507681067093,1516.261667061223,0.0
542,116.31233587158277,120.64485952548159,1519.4854642926841,1517.4264460044615,0.0,116.1854928095323,120.51801647860214,1521.3057495137707,1517.1883299487063,0.0,116.06659011144966,120.39911386240216,1523.0105430237134,1516.8352803012965,0.0,115.94355361091121,120.27607740975492,1524.7730358370407,1516.5405488467168,0.0,115.81934039948769,120.1518642369174,1526.550768646833,1516.2616682301673,0.0
543,116.31233598672334,120.64485964039655,1519.4854616175069,1517.4264440579673,0.0,116.18549279089316,120.5180164595091,1521.3057488986415,1517.188330357392,0.0,116.066590118294,120.399113868565,1523.0105434359796,1516.8352817721366,0.0,115.94355359383776,120.27607739177341,1524.7730363635599,1516.5405491504966,0.0,115.81934042714425,120.15186426343853,1526.5507683665685,1516.261668832449,0.0
544,116.31233596118902,120.6448596146363,1519.4854605925257,1517.4264424885641,0.0,116.18549280982984,120.51801647799233,1521.3057482858578,1517.1883299158383,0.0,116.06659010795023,120.39911385754044,1523.0105430279668,1516.8352819200788,0.0,115.94355359589267,120.2760773929202,1524.7730360704397,1516.5405496435635,0.0,115.81934044720491,120.15186428236524,1526.5507672703409,1516.2616665980215,0.0
545,116.31233592002886,120.64485957324823,1519.485463663965,1517.4264443211418,0.0,116.18549276988061,120.51801643758911,1521.3057501284704,1517.1883302300546,0.0,116.06659010123725,120.39911385014733,1523.0105434388997,1516.8352807448052,0.0,115.94355365918246,120.27607745530351,1524.7730349621693,1516.5405471105428,0.0,115.81934049504326,120.1518643290678,1526.550767808942,1516.2616677675721,0.0
546,116.31233591050355,120.64485956349553,1519.485464273014,1517.4264453981837,0.0,116.18549276347866,120.51801643073318,1521.3057495155033,1517.188330828019,0.0,116.06659012908663,120.39911387731523,1523.0105430325523,1516.8352822167371,0.0,115.94355368450202,120.27607747971588,1524.773033858047,1516.5405459007152,0.0,115.8193405049397,120.1518643378306,1526.5507667177324,1516.2616649642762,0.0
547,116.31233599196116,120.64485964472703,1519.4854616174875,1517.4264443953798,0.0,116.18549276821496,120.51801643501584,1521.3057497195002,1517.188330669905,0.0,116.0665900736525,120.39911382120023,1523.0105434419725,1516.8352824596736,0.0,115.9435536198815,120.27607741418625,1524.77303519757,1516.5405480963618,0.0,115.81934045163294,120.15186428338735,1526.550767255563,1516.2616674589435,0.0
548,116.31233592825753,120.6448595807971,1519.4854606000715,1517.4264435815405,0.0,116.1854927982052,120.51801646455259,1521.3057491095112,1517.1883303223872,0.0,116.06659008119473,120.39911382806177,1523.01054466203,1516.835282229673,0.0,115.94355358281602,120.27607737621187,1524.7730373439035,1516.5405498195253,0.0,115.81934049784766,120.15186432846771,1526.5507669802087,1516.261665979342,0.0
549,116.31233591411518,120.64485956642741,1519.4854636490718,1517.426444280777,0.0,116.18549284096076,120.5180165068548,1521.3057485017353,1517.1883296908297,0.0,116.06659011454587,120.39911386073217,1523.0105442558395,1516.835282283601,0.0,115.94355365475582,120.27607744724567,1524.7730338108697,1516.5405466221564,0.0,115.81934047869005,120.15186430817484,1526.5507675154154,1516.2616661086845,0.0
550,116.31233596271777,120.64485961480355,1519.4854618202583,1517.4264438447508,0.0,116.1854928091603,120.51801647459936,1521.3057511374304,1517.1883318035152,0.0,116.0665901406002,120.39911388610592,1523.0105438509456,1516.8352820532061,0.0,115.94355362039286,120.27607741197342,1524.7730367603112,1516.5405490083326,0.0,115.81934045332233,120.15186428167097,1526.550767240603,1516.2616680367416,0.0
551,116.31233594140477,120.64485959326394,1519.4854624272177,1517.4264434086072,0.0,116.18549280080926,120.51801646579514,1521.3057497194566,1517.188330982809,0.0,116.06659008074863,120.39911382557368,1523.0105434476193,1516.835282012265,0.0,115.94355369160365,120.27607748227707,1524.773034855658,1516.540547797766,0.0,115.81934045465384,120.15186428186816,1526.5507677734845,1516.2616663672222,0.0
552,116.31233592077012,120.64485957240227,1519.485462223716,1517.4264439191008,0.0,116.18549282155463,120.518016486088,1521.3057483066018,1517.1883288363092,0.0,116.06659010897373,120.39911385311848,1523.0105438524236,1516.8352811191417,0.0,115.9435535961339,120.27607738589846,1524.7730353755683,1516.5405496171304,0.0,115.8193404839965,120.15186431007537,1526.550766694278,1516.2616670648956,0.0
553,116.3123359537331,120.64485960513736,1519.4854628275718,1517.4264459442188,0.0,116.18549280619845,120.51801647027862,1521.3057477045863,1517.1883279197907,0.0,116.06659012497275,120.39911386843578,1523.010544255571,1516.835282972073,0.0,115.94355361814915,120.27607740700628,1524.7730358931635,1516.540548690119,0.0,115.81934046781284,120.15186429275738,1526.5507664225927,1516.2616654890996,0.0
554,116.31233594389734,120.64485959507654,1519.4854618189754,1517.426442762352,0.0,116.18549275788872,120.51801642151383,1521.3057495185346,1517.188330318203,0.0,116.06659012149979,120.39911386428219,1523.0105438537769,1516.8352828366517,0.0,115.94355363752764,120.27607742547839,1524.7730340005396,1516.5405460575876,0.0,115.81934044544502,120.15186426925348,1526.5507677559272,1516.261667134539,0.0
