distance_between_leaks: 100 foot, number_of_leaks: 2
first_leak_position(foot),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm)
193,117.30459166845779,114.90572781336641,1258.1012296673837,1250.2423816657172
194,117.30459943517184,114.90572472170972,1258.1008144278826,1250.2419795140115
195,117.30460717745643,114.90572160290773,1258.1003994661867,1250.2415776404293
196,117.30461491086803,114.90571847428377,1258.0999846066313,1250.2411758676567
197,117.30462265936565,114.90571536248076,1258.0995695773308,1250.2407739266216
198,117.30463041058968,114.90571225376353,1258.0991545185925,1250.240371955172
199,117.30463815061677,114.90570913261861,1258.098739587906,1250.2399701129198
200,117.30545482511465,114.90660631350607,1258.0891730974981,1250.2304023946517
201,117.30546256135192,114.90660318829042,1258.0887582118037,1250.2300005959362
202,117.30547029586187,114.90660006118685,1258.088343346827,1250.2295988190774
203,117.3054780372442,114.90659694177027,1258.0879284055518,1250.2291969662008
204,117.30548577540219,114.90659381882193,1258.0875135022993,1250.228795149778
205,117.3054935248264,114.90659070844649,1258.0870984728217,1250.228393207997
206,117.30550126924875,114.90658759255312,1258.0866835015372,1250.227991323645
207,117.30550902388892,114.90658448807338,1258.0862684161254,1250.227589325027
208,117.30551676788673,114.90658137178855,1258.0858534518536,1250.2271874487658
209,117.30552452969765,114.90657827538294,1258.0854382875714,1250.2267853708752
210,117.30553225800915,114.90657514172158,1258.0850235037365,1250.2263836755656
211,117.30554001600854,114.90657204115749,1258.0846083858703,1250.2259816438427
212,117.30554775544024,114.9065689199573,1258.084193478693,1250.225579825408
213,117.30555549690672,114.90656580107812,1258.083778549987,1250.225177983881
214,117.30556322646649,114.90656266898972,1258.0833637580981,1250.2247762786674
215,117.30557097149499,114.90655955415664,1258.0829487917815,1250.224374399967
216,117.30557871964497,114.90655644284156,1258.0825337916147,1250.2239724871663
217,117.30558647143364,114.90655333561598,1258.0821187517508,1250.223570534844
218,117.30559419806679,114.90655020044053,1258.0817039981082,1250.2231688685022
219,117.3056019461013,114.90654708913029,1258.0812890032373,1250.2227669606891
220,117.30560970776405,114.90654399302123,1258.0808738556875,1250.2223649008047
221,117.3056174482325,114.90654087337391,1258.0804589495956,1250.2219630816835
222,117.30562519154758,114.90653775694066,1258.0800440126914,1250.2215612313883
223,117.30563293455101,114.90653464019061,1258.0796290800383,1250.2211593873938
224,117.3056406817855,114.9065315282016,1258.0792141012737,1250.2207574958597
225,117.30564842954534,114.9065284168448,1258.0787991179004,1250.2203555992544
226,117.30565617228082,114.90652529993223,1258.0783841928735,1250.2199537616896
227,117.30566393169856,114.90652220163231,1258.0779690797247,1250.2195517361665
228,117.3056716585249,114.90651906710553,1258.077554337731,1250.2191500809865
229,117.3056794023343,114.90651595152335,1258.0771394040446,1250.218748234746
230,117.30568714110288,114.90651283035882,1258.0767245295058,1250.2183464485583
231,117.30569490865619,114.90650974129422,1258.0763093302287,1250.2179443354103
232,117.30570263325019,114.90650660444668,1258.0758946181315,1250.2175427119118
233,117.30571037981602,114.90650349210273,1258.0754796593367,1250.2171408400764
234,117.30571812643208,114.90650037986292,1258.0750647012285,1250.2167389684787
235,117.30572586584312,114.90649725963937,1258.0746498261828,1250.2163371807337
236,117.30485577341443,114.9055171563316,1258.0841659789526,1250.2258819696597
237,117.30486353487066,114.90551406068293,1258.0837508576117,1250.2254799351033
238,117.3048712623075,114.90551092721195,1258.0833361226014,1250.2250782877652
239,117.30487900864549,114.90550781481913,1258.082921175066,1250.2246764277293
240,117.3048867455604,114.90550469198739,1258.0825063355107,1250.2242746752386
241,117.30489450187137,114.90550159077056,1258.0820912778952,1250.2238727059475
242,117.30490226343638,114.90549849545228,1258.0816761617311,1250.2234706776544
243,117.30490999761776,114.90549536970727,1258.0812613573335,1250.2230689602566
244,117.30491772748756,114.90549223920374,1258.0808466028827,1250.2226672934084
245,117.30492549657731,114.9054891523826,1258.0804314061313,1250.2222651846507
246,117.30493322141787,114.9054860163708,1258.0800167110704,1250.2218635772276
247,117.30494098062098,114.90548291864005,1258.079601629131,1250.2214615824062
248,117.30494868692013,114.9054797620745,1258.079187146617,1250.2210601882527
249,117.30495646484475,114.90547668526739,1258.078771855069,1250.2206579839126
250,117.3049642042746,114.9054735656592,1258.0783570006713,1250.2202562172517
251,117.30497194029738,114.90547044230337,1258.077942186361,1250.219854490432
252,117.30497966988221,114.90546731182855,1258.07752744583,1250.2194528376222
253,117.30498742599902,114.90546421092368,1258.0771124069083,1250.219050885728
254,117.30499516988412,114.90546109645464,1258.0766975072831,1250.2186490731674
255,117.30500290606751,114.90545797344433,1258.0762826966477,1250.2182473505645
256,117.30501065982945,114.90545487004452,1258.0758676880077,1250.217845429836
257,117.30501839672164,114.90545174792369,1258.0754528718435,1250.217443700401
258,117.30502613113391,114.90544862307128,1258.075038084857,1250.217042002017
259,117.30503390266574,114.90544553958341,1258.0746228799155,1250.2166398833945
260,117.30504161447533,114.90544238966906,1258.0742083512064,1250.2162384430396
261,117.30504939742357,114.90543931897317,1258.0737930194439,1250.2158361978027
262,117.30505713109457,114.90543619347638,1258.073378246422,1250.2154345123886
263,117.30506485199606,114.90543305380955,1258.0729636193926,1250.2150329731498
264,117.30507259204373,114.9054299354913,1258.0725487769978,1250.2146312186946
265,117.30508035553926,114.90542684332195,1258.072133670722,1250.2142291989155
266,117.30508809549299,114.90542372498389,1258.0717188321416,1250.2138274483927
267,117.30509585375306,114.90542062707031,1258.0713037877022,1250.2134254910375
268,117.30510357757476,114.9054174908634,1258.0708891342483,1250.2130239261405
269,117.30511134582663,114.90541440416379,1258.0704739796324,1250.2126218575174
270,117.30511906173315,114.90541125923924,1258.0700594187274,1250.2122203844303
271,117.3051268057336,114.90540814562571,1258.0696445408037,1250.211818594353
272,117.30513456618742,114.90540505036482,1258.0692294783782,1250.211416619421
273,117.30514229654491,114.90540192165703,1258.0688147580536,1250.2110149862408
274,117.30515003606342,114.90539880317898,1258.0683999351681,1250.2106132516137
275,117.30515778131557,114.90539569113572,1258.0679850488339,1250.2102114522725
276,117.3051655281235,114.9053925808688,1258.067570146313,1250.209809636467
277,117.30517325680263,114.90538945045877,1258.0671554502069,1250.2094080284814
278,117.30518101644239,114.90538635454749,1258.0667404050557,1250.2090060712808
279,117.30518875025192,114.90538322994847,1258.0663256538442,1250.208604406299
280,117.30519648444773,114.9053801058098,1258.0659108992902,1250.2082027396616
281,117.30520423060335,114.90537699502751,1258.065496010803,1250.2078009386016
282,117.30521197734853,114.90537388494063,1258.065081117213,1250.207399132622
283,117.3052197072442,114.90537075615077,1258.0646664157339,1250.2069975181964
284,117.30522745218137,114.9053676441429,1258.064251545195,1250.2065957349096
285,117.30523521870184,114.90536455619359,1258.063836431487,1250.2061937090398
286,117.30524296637627,114.90536144731449,1258.06342153293,1250.2057918978473
287,117.30525070254029,114.90535832567336,1258.0630067656182,1250.205390217894
288,117.30525843809481,114.90535520339255,1258.0625920068353,1250.2049885466497
289,117.30526617598493,114.90535208375952,1258.0621772227444,1250.2045868497603
