distance_between_leaks: 1 foot, number_of_leaks: 2
first_leak_position(foot),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm)
289,117.3056668699041,114.9065511588829,1258.0786523949123,1250.221221960515
290,117.30567461324863,114.9065480436897,1258.0782374917428,1250.2208202208383
291,117.30568234449049,114.90654491598238,1258.0778227521268,1250.2204185212993
292,117.3056901032895,114.90654181843502,1258.077407686926,1250.2200165704796
293,117.30569781370744,114.90653866688454,1258.0769931647624,1250.2196151908872
294,117.30570556646121,114.90653556316394,1258.0765781835496,1250.219213260748
295,117.30571331090657,114.90653245026066,1258.0761632985161,1250.2188114238152
296,117.30572104023204,114.90652932009998,1258.075748572494,1250.2184098106195
297,117.30572870511517,114.90652611869235,1258.0753345891799,1250.2180088824243
298,117.30573629252301,114.90652283087579,1258.074921476907,1250.2176088578817
299,117.30574355372175,114.90651917975244,1258.074512048542,1250.2172125628822
300,117.30574976050758,114.90651435549884,1258.0741145598695,1250.2168281804945
301,117.3057528291943,114.90650603875024,1258.0737525741908,1250.2164793561694
302,117.3057461704223,114.90648689542195,1258.0735006266561,1250.2162408029571
303,117.3057080942523,114.90643278657284,1258.0736041224623,1250.216358193521
304,117.30555817893502,114.90625420641074,1258.0749728764627,1250.2177428242749
305,117.30467786579426,114.90526273017666,1258.084604714277,1250.227403485977
306,117.30472046735915,114.90529841152751,1258.0837954925582,1250.2266067461787
307,117.30481669033317,114.90539377102161,1258.0823796513482,1250.2252024156694
308,117.30478427914727,114.90534596701545,1258.0824190585952,1250.22525563706
309,117.30489811679982,114.90546093090082,1258.0808039440865,1250.2236517157246
310,117.30493731632848,114.90549282637484,1258.080033220571,1250.2228935037926
311,117.30495487936085,114.90550064131305,1258.079507267946,1250.2223804790874
312,117.30496568190905,114.905500932143,1258.0790577972543,1250.2219440653694
313,117.30497441843018,114.90549892429529,1258.0786317191394,1250.2215309908477
314,117.30498247246753,114.9054961557284,1258.078213330618,1250.2211257800523
315,117.30499030609597,114.90549314279089,1258.0777974616915,1250.220722971469
316,117.30499807981226,114.90549006279977,1258.0773822602484,1250.2203208884007
317,117.30500583528188,114.9054869632075,1258.076967284973,1250.219918941444
318,117.3050135811039,114.90548385195768,1258.0765523932823,1250.219517209764
319,117.30502131000343,114.9054807226159,1258.076137714025,1250.2191155953046
320,117.30502906110792,114.9054776184865,1258.075722797764,1250.218713681017
321,117.30503679708667,114.90547449649716,1258.0753080240806,1250.2183120556115
322,117.30504454186251,114.90547138460258,1258.0748931594646,1250.2179103035485
323,117.30505230001008,114.90546828830628,1258.0744781637347,1250.2175083281547
324,117.30506002073496,114.9054651495787,1258.0740635695024,1250.2171068678572
325,117.30506775705396,114.9054620286055,1258.0736488104133,1250.216705193509
326,117.30507552862012,114.90545894722864,1258.0732336629205,1250.216303085804
327,117.3050832628387,114.90545582332695,1258.0728189113263,1250.215901511666
328,117.30509100842,114.9054527129183,1258.0724040550886,1250.2154997226698
329,117.3050987373211,114.90544958422426,1258.0719893954965,1250.2150980983527
330,117.30510648966252,114.90544648120331,1258.0715744591896,1250.2146962596769
331,117.30511422513413,114.90544335940825,1258.071159713898,1250.2142946180709
332,117.30512196554086,114.90544024304751,1258.0707449111715,1250.2138929329687
333,117.30512971495729,114.90543713722488,1258.0703300212128,1250.2134910961727
334,117.30513745590667,114.90543402153304,1258.069915214506,1250.2130894099726
335,117.30514518379809,114.90543089153911,1258.069500562389,1250.212687852623
336,117.30515291611309,114.90542776658177,1258.0690858631299,1250.2122862388853
337,117.3051606726983,114.90542466856041,1258.0686708877367,1250.2118843644196
338,117.30516842893287,114.90542157053409,1258.0682559274198,1250.21148245796
339,117.30517616501562,114.90541844963394,1258.0678411820077,1250.2110808345979
340,117.30518388453008,114.90541531035126,1258.0674266263125,1250.2106793987698
341,117.30519163368562,114.90541220459822,1258.0670117505686,1250.2102775741223
342,117.30519937902496,114.90540909445126,1258.0665969141148,1250.2098758148088
343,117.30520710978826,114.90540596837018,1258.0661822504792,1250.209474195213
344,117.30521487698852,114.90540288184816,1258.0657671471006,1250.2090722774335
345,117.30522259491565,114.90539974123223,1258.0653526221506,1250.2086708426395
346,117.30523035061191,114.90539664338989,1258.0649376908354,1250.2082689051902
347,117.30523810143866,114.90539353947821,1258.0645227963225,1250.2078671000747
348,117.30524582737162,114.90539040779328,1258.0641081818956,1250.2074655904903
349,117.30525360162224,114.90538733003375,1258.063693024914,1250.2070635231125
350,117.30526131383472,114.90538418302928,1258.063278564891,1250.2066621865542
351,117.30526905448012,114.9053810681596,1258.062863796676,1250.2062604802484
352,117.30527678274404,114.90537793971659,1258.0624491745623,1250.205858897657
353,117.30528451664883,114.90537481660303,1258.0620344622853,1250.2054573611758
354,117.30529228927305,114.9053717374077,1258.061619335273,1250.2050553016184
355,117.30530002469753,114.90536861659254,1258.0612046229044,1250.2046536935968
356,117.3053077642958,114.90536550033146,1258.0607898611165,1250.2042520543532
357,117.30531550520217,114.90536238632886,1258.0603751070273,1250.20385031836
358,117.30532324292086,114.90535926792593,1258.0599603654882,1250.2034487180772
359,117.30533098774897,114.90535615815176,1258.0595455633468,1250.2030469647816
360,117.30533874536023,114.90535306221496,1258.059130606473,1250.2026451154434
361,117.30534647325726,114.90534993351935,1258.058715993965,1250.2022435747149
362,117.30535419627454,114.90534679882305,1258.0583014214046,1250.2018421579048
363,117.30536195364255,114.90534370371842,1258.0578864979295,1250.2014402085326
364,117.30536968816462,114.90534058177232,1258.0574717940444,1250.2010386795184
365,117.30537743089806,114.90533746977128,1258.0570570193452,1250.2006369750397
366,117.30538517119199,114.90533435489782,1258.0566422684865,1250.2002353215637
367,117.30539290404842,114.90533123230064,1258.056227617387,1250.1998336975462
368,117.30540064978483,114.90532812332991,1258.055812800717,1250.1994320116025
369,117.30540839841443,114.90532501807716,1258.05539796533,1250.1990302442207
370,117.30541613727885,114.90532190167673,1258.0549832330576,1250.1986286243282
371,117.30542387366174,114.90531878262533,1258.0545685316783,1250.1982270264805
372,117.30543162028337,114.90531567541157,1258.0541537273878,1250.1978252700142
373,117.30543936460238,114.90531256505017,1258.0537389327606,1250.197423610154
374,117.30544712849805,114.90530947665768,1258.053323921976,1250.1970217146572
375,117.30545483534969,114.90530632536463,1258.0529095730956,1250.1966204069763
376,117.30546258568558,114.90530322226876,1258.0524947267231,1250.1962186346043
377,117.30547032306146,114.90530010458158,1258.0520800224695,1250.195817033643
378,117.30547806580003,114.905296993027,1258.0516652624233,1250.1954153599227
379,117.30548579094226,114.9052938620311,1258.0512507055264,1250.1950138759707
380,117.30549352665658,114.90529074238384,1258.05083601727,1250.194612324452
381,117.30550129330567,114.90528765768062,1258.0504209938629,1250.194210371673
