,leak_coeff: 0.5,,,
leakage_position (foot),upstream_pressure (psi),downstream_pressure (psi),upstream_flow (gpm),downstream_flow (gpm)
1077,117.35785053485678,114.94025368478214,1256.8084175178599,1251.4034210754014
1078,117.35785564179356,114.9402512998906,1256.8081348244527,1251.403149028053
1079,117.35786075462423,114.9402489215931,1256.807852065358,1251.4028769149122
1080,117.35786583065024,114.94024650236143,1256.8075697236504,1251.4026052200322
1081,117.35787094386504,114.94024412455889,1256.8072869622738,1251.4023331045114
1082,117.35787603295493,114.94024171993487,1256.8070044748354,1251.4020612636666
1083,117.35788113697589,114.9402393319666,1256.806721819421,1251.4017892542981
1084,117.35788623400664,114.9402369362488,1256.8064392442293,1251.4015173254284
1085,117.35789134973696,114.94023456138069,1256.8061564583338,1251.4012451854376
1086,117.35789644765435,114.94023216671845,1256.8058738750517,1251.4009732483667
1087,117.35790154837643,114.94022977521114,1256.8055912610437,1251.400701280581
1088,117.35790663664118,114.94022736987024,1256.805308789046,1251.400429455106
1089,117.35791174139946,114.94022498292397,1256.8050261313351,1251.400157443452
1090,117.35791686881778,114.94022262123364,1256.8047432182957,1251.399885176005
1091,117.35792194749948,114.9402202053278,1256.8044608576974,1251.3996134620393
1092,117.35792705839553,114.94021782531287,1256.8041781336524,1251.399341383983
1093,117.35793213919602,114.94021541183237,1256.803895751056,1251.3990696480585
1094,117.3579372341962,114.94021301419075,1256.8036132088905,1251.3987977522133
1095,117.35794234084717,114.94021062955153,1256.803330535946,1251.398525725264
1096,117.35794746611901,114.94020826567498,1256.8030476531198,1251.3982534880324
1097,117.357952533943,114.94020583788273,1256.8027654215457,1251.3979819034264
1098,117.35795766116813,114.9402034762469,1256.8024825187454,1251.3977096461217
1099,117.35796273502014,114.94020105523215,1256.8022002209418,1251.3974379951428
1100,117.35796786580151,114.94019869762272,1256.8019172798472,1251.3971656994654
1101,117.35797295113673,114.94019628945811,1256.8016348541091,1251.396893920218
1102,117.35797806802118,114.94019391644477,1256.801352072417,1251.3966217843401
1103,117.35798317118343,114.9401915281922,1256.8010694469124,1251.3963498048574
1104,117.3579882538576,114.9401891171664,1256.800787054314,1251.3960780587836
1105,117.35799334693804,114.94018671775677,1256.8005045449686,1251.3958061958476
1106,117.35799844573769,114.9401843247477,1256.8002219719301,1251.3955342689706
1107,117.35800354007442,114.94018192680481,1256.7999394503279,1251.3952623936739
1108,117.35800866081912,114.94017955829156,1256.799656630938,1251.3949902198808
1109,117.35801374864485,114.94017715316807,1256.7993741851174,1251.3947184204217
1110,117.35801885640065,114.94017477026203,1256.7990915147502,1251.3944463961122
1111,117.35802393842782,114.94017235875111,1256.798809136518,1251.39417466443
1112,117.35802908153173,114.94017001526097,1256.798526068153,1251.393902241137
1113,117.35803415690899,114.94016759641492,1256.7982437672267,1251.3936305868665
1114,117.35803925899977,114.94016520733753,1256.7979611650078,1251.3933586307896
1115,117.35804436932253,114.94016282745817,1256.7976784706248,1251.3930865822379
1116,117.35804947244063,114.94016043959209,1256.797395858839,1251.3928146164392
1117,117.3580545535461,114.94015802725674,1256.7971134970646,1251.3925429012477
1118,117.35805965328848,114.94015563569988,1256.7968309254913,1251.3922709757824
1119,117.35806476531339,114.94015325784922,1256.7965482159157,1251.3919989119945
1120,117.35806987995782,114.94015088294752,1256.7962654777139,1251.391726819571
1121,117.35807497753831,114.9401484890866,1256.7959829334864,1251.3914549214667
1122,117.3580800699529,114.94014608950627,1256.7957004489392,1251.3911830832221
1123,117.35808516685971,114.9401436949617,1256.7954179144797,1251.3909111948503
1124,117.35809027387896,114.94014131170721,1256.7951352664895,1251.390639192855
1125,117.35809537605334,114.94013892309272,1256.7948526744865,1251.3903672468334
1126,117.35810046644613,114.9401365213976,1256.7945702167501,1251.3900954353908
1127,117.35810556822702,114.94013413241268,1256.7942876311708,1251.3898234958058
1128,117.35811066732582,114.9401317404758,1256.7940050769032,1251.3895515876522
1129,117.35811574004285,114.94012931920501,1256.7937228222868,1251.3892799797522
1130,117.35812086311478,114.94012695402172,1256.7934399987175,1251.3890078016543
1131,117.35812596931743,114.94012457009211,1256.793157367212,1251.388735816072
1132,117.35813107484059,114.94012218544043,1256.792874744266,1251.388463839146
1133,117.35813616643277,114.94011978531559,1256.7925922800816,1251.3881920211204
1134,117.35814127055806,114.94011739917516,1256.792309675084,1251.3879200620156
1135,117.35814638836773,114.94011502830121,1256.7920269161393,1251.3876479487371
1136,117.35815147558407,114.94011262340612,1256.7917445044402,1251.3873761833745
1137,117.35815659301781,114.94011025218074,1256.7914617518254,1251.3871040763759
1138,117.35816168504064,114.94010785270382,1256.7911792876848,1251.3868322584533
1139,117.35816676998867,114.94010544538384,1256.7908969047965,1251.3865605218912
1140,117.35817187941868,114.94010306534935,1256.7906142457443,1251.3862885087538
1141,117.35817696637687,114.940100660335,1256.7903318420676,1251.386016751316
1142,117.35818208175293,114.9400982869867,1256.7900491177913,1251.3857446727243
1143,117.35818716988634,114.94009588334781,1256.7897667027714,1251.3854729039763
1144,117.35819226045666,114.9400934824548,1256.7894842611834,1251.3852011086442
1145,117.35819737106922,114.94009110390482,1256.7892015939112,1251.3849290870655
1146,117.35820248064987,114.94008872424023,1256.7889189392129,1251.3846570781675
1147,117.35820754548587,114.94008629480247,1256.7886367918388,1251.3843855776227
1148,117.35821267221267,114.94008393429061,1256.7883539452348,1251.384113376345
1149,117.35821777387025,114.94008154590672,1256.7880713832621,1251.3838414603738
1150,117.35822285118935,114.9400791304655,1256.7877890976997,1251.3835698212401
1151,117.35822797019861,114.94007676146379,1256.787506341423,1251.3832977104908
1152,117.35823308012404,114.94007438238397,1256.7872236889468,1251.3830257037691
1153,117.35823816481152,114.94007197524472,1256.7869413229996,1251.3827539842162
1154,117.35824326391851,114.94006958419041,1256.7866587949331,1251.3824821020908
1155,117.35905684304717,114.94096714884586,1256.777227179294,1251.373041968659
1156,117.35906195388988,114.94096477094321,1256.7769445196764,1251.372769954312
1157,117.35906705607755,114.94096238344034,1256.7766619590418,1251.3724980390507
1158,117.359072144791,114.94095998097202,1256.7763795517667,1251.3722262776646
1159,117.35907726030287,114.94095760836788,1256.7760968423784,1251.3719542133367
1160,117.3590823260081,114.94095518035515,1256.7758146975505,1251.3716827148792
1161,117.35908743170417,114.94095279689124,1256.775532101231,1251.3714107639532
1162,117.35909254362366,114.94095042038893,1256.7752494355047,1251.3711387434005
1163,117.35909763959073,114.94094802616273,1256.774966951277,1251.3708669047792
1164,117.35910274285524,114.94094564009339,1256.7746843854932,1251.3705949843868
1165,117.35910783665099,114.94094324351751,1256.774401927841,1251.3703231723882
1166,117.35911293004686,114.94094084653051,1256.7741194757195,1251.370051365876
1167,117.35911804002627,114.9409384680366,1256.7738368369764,1251.369779372351
1168,117.35912313215161,114.94093606970208,1256.7735544011975,1251.3695075823266
1169,117.35912823280364,114.94093368089217,1256.7732718701036,1251.369235696621
1170,117.35913332419824,114.94093128181112,1256.7729894446873,1251.368963916913
1171,117.35913842323654,114.94092889127276,1256.7727069337518,1251.368692051465
1172,117.35914352385183,114.9409265025231,1256.7724244060403,1251.3684201691601
1173,117.35914864364571,114.94092413515467,1256.7721416623333,1251.3681480704836
1174,117.3591537206224,114.94092172015985,1256.7718594040773,1251.3678764581643
1175,117.35915882954976,114.94091934076359,1256.7715767853183,1251.3676044846088
1176,117.35916392764447,114.94091694934214,1256.7712942901626,1251.367332634962
1177,117.35916902980526,114.94091456248049,1256.7710117499748,1251.3670607402062
1178,117.35917413312062,114.94091217693793,1256.7707291977542,1251.3667888333168
1179,117.35917924482715,114.9409098007695,1256.770446551531,1251.3665168323
1180,117.35918432699432,114.94090739175338,1256.7701642406876,1251.3662451672014
1181,117.35831161901588,114.93992787425249,1256.7798153803892,1251.3759277718375
1182,117.35831670156635,114.93992546570622,1256.779533068065,1251.3756561058165
1183,117.3583218150468,114.93992309162378,1256.7792504066445,1251.3753840899926
1184,117.3583269062728,114.93992069280198,1256.7789679981718,1251.3751123275758
1185,117.35833200207276,114.93991829910435,1256.7786855389734,1251.3748405144077
1186,117.35833709806371,114.9399159056542,1256.7784030785326,1251.3745686999368
1187,117.35834222492456,114.93991354660015,1256.7781202697863,1251.3742965364206
1188,117.35834729020543,114.93991111903175,1256.777838158904,1251.374025072296
1189,117.35835239884806,114.93990873976533,1256.7775555583532,1251.373753117387
1190,117.35835748894593,114.93990633988925,1256.7772731686966,1251.3734813738051
1191,117.35836259461341,114.93990395737848,1256.7769906037533,1251.3732094546376
1192,117.35836771404759,114.93990159022478,1256.7767078841493,1251.3729373804363
1193,117.35837280290257,114.939899189066,1256.7764255115292,1251.372665653974
1194,117.3583779104134,114.93989680870777,1256.7761429288257,1251.372393716915
1195,117.35838300343818,114.93989441225757,1256.775860511097,1251.372121945188
1196,117.35838810128531,114.93989202120902,1256.7755780398209,1251.371850119765
1197,117.35839320208055,114.9398896334757,1256.7752955361414,1251.3715782619327
1198,117.35839829106887,114.93988723263352,1256.7750131670712,1251.371306538954
1199,117.35840338385859,114.93988483605612,1256.7747307560116,1251.3710347739068
1200,117.3584084978775,114.93988246314358,1256.7744481057132,1251.370762769121
1201,117.35841358940294,114.93988006522645,1256.7741657109498,1251.370491020378
1202,117.35841868903705,114.93987767636811,1256.7738832254931,1251.3702191807893
1203,117.35842380262125,114.93987530307221,1256.7736005832212,1251.3699471839523
1204,117.35842888399509,114.93987289395551,1256.773318306365,1251.3696755533615
1205,117.35843398184183,114.93987050320874,1256.773035844124,1251.3694037370199
1206,117.35843908076743,114.93986811369676,1256.7727533707116,1251.3691319094012
1207,117.3584441900431,114.9398657357391,1256.7724707811722,1251.368859965478
1208,117.35844928087175,114.93986333728128,1256.7721884014074,1251.3685882316831
1209,117.35845437978357,114.9398609478543,1256.7719059311908,1251.3683164072909
1210,117.35845948097406,114.93985856099792,1256.771623436131,1251.3680445580176
1211,117.35846457566173,114.93985616693585,1256.7713410157116,1251.367772783567
1212,117.35846968293521,114.93985378691723,1256.7710584539168,1251.3675008673854
1213,117.35847475511078,114.9398513678636,1256.770776290293,1251.3672293501627
1214,117.3584798724367,114.93984899910296,1256.7704936166897,1251.3669573218897
1215,117.35848497441246,114.9398466132888,1256.770211117811,1251.366685468713
1216,117.35849005978251,114.93984420902193,1256.7699288079684,1251.366413805039
1217,117.3584951728739,114.93984183564814,1256.7696461853513,1251.3661418278248
1218,117.3585002757099,114.9398394508914,1256.7693636797756,1251.3658699680243
1219,117.3585053681905,114.93983705464197,1256.7690812924018,1251.3655982265527
1220,117.35851044645625,114.93983464260225,1256.7687990668956,1251.3653266473736
1221,117.35851554955136,114.93983225823544,1256.7685165614416,1251.3650547875452
1222,117.35852065213017,114.93982987332755,1256.7682340627632,1251.364782934593
1223,117.3585257605923,114.93982749500168,1256.767951498633,1251.3645110159723
1224,117.35853057158916,114.93982478558665,1256.7676723017516,1251.3642424716807
1225,117.35853567314491,114.93982239964116,1256.7673898176836,1251.3639706332908
1226,117.35854078313143,114.9398200231116,1256.7671072394146,1251.3636987005402
1227,117.3585458557064,114.93981760497357,1256.7668250852914,1251.3634271927945
1228,117.35855097343916,114.93981523713543,1256.766542421208,1251.3631551740652
1229,117.35855606761561,114.9398128431088,1256.7662600248068,1251.3628834235017
1230,117.35856117189184,114.93981046035853,1256.7659775151026,1251.3626115593847
1231,117.3585662673056,114.93980806777665,1256.765695106666,1251.362339796782
1232,117.35857135060128,114.93980566173927,1256.765412836389,1251.3620681725856
1233,117.35857643287191,114.93980325459479,1256.765130578618,1251.3617965610013
1234,117.35858155679924,114.93980089385319,1256.7648478506114,1251.3615244780804
1235,117.35858661583958,114.93979846091631,1256.76456585784,1251.3612531320264
1236,117.35859173027299,114.93979608967503,1256.764283239146,1251.3609811586548
1237,117.35859683135004,114.93979370359818,1256.7640007726961,1251.3607093379273
1238,117.35860191666924,114.93979130001466,1256.763718485593,1251.3604376968294
1239,117.35860702023626,114.93978891677712,1256.7634359929766,1251.3601658498262
1240,117.35861210734369,114.9397865152517,1256.7631536875901,1251.3598941904288
1241,117.35861722629116,114.93978414920211,1256.7628710229583,1251.3596221710027
1242,117.35862229272222,114.93978172472785,1256.7625889535886,1251.3593507481091
1243,117.35862740842038,114.93977935512841,1256.7623063277451,1251.3590787675503
1244,117.35863250341923,114.93977696252117,1256.7620239370942,1251.3588070227497
1245,117.35863759593465,114.9397745671835,1256.761741575654,1251.358535307033
1246,117.35864270138727,114.93977218627997,1256.7614590687556,1251.3582634456927
1247,117.35864779615518,114.93976979351616,1256.7611766838215,1251.3579917065367
1248,117.35865287608362,114.93976738426792,1256.7608944677556,1251.3577201366238
1249,117.3586579698543,114.93976499046218,1256.760612096072,1251.3574484106814
1250,117.35866307975233,114.93976261464104,1256.7603295429326,1251.3571765029878
1251,117.35866817652855,114.93976022424737,1256.7600471392718,1251.356904745059
1252,117.35867327276635,114.93975783328813,1256.7597647427217,1251.3566329942134
1253,117.35867835272236,114.93975542423895,1256.7594825313668,1251.3563614289662
1254,117.35868345897266,114.93975304449165,1256.759200023554,1251.3560895666615
1255,117.35868854812242,114.93975064574349,1256.758917710176,1251.3558178991857
1256,117.35869364584428,114.93974825657044,1256.7586353008683,1251.3555461355518
1257,117.35869875043426,114.93974587507601,1256.7583528148755,1251.3552742950503
1258,117.35870384345726,114.93974348073938,1256.7580704608165,1251.3550025867262
1259,117.35870894455411,114.93974109542435,1256.7577880163005,1251.354730787794
1260,117.35871404124379,114.9397387052363,1256.7575056227124,1251.3544590399345
1261,117.35871913449748,114.93973631125759,1256.7572232690309,1251.3541873319725
1262,117.35872423789647,114.93973392860545,1256.7569408015124,1251.3539155100093
1263,117.35872932207057,114.9397315245871,1256.7566585525592,1251.3536439070185
1264,117.35873440619078,114.93972912054141,1256.7563763053054,1251.3533723057421
1265,117.35873949734041,114.9397267243549,1256.7560939794168,1251.3531006256815
1266,117.35874460669682,114.93972434846859,1256.7558114485757,1251.3528287401634
1267,117.3587496994581,114.93972195414382,1256.7555291064668,1251.3525570437623
1268,117.35875479786189,114.93971956613208,1256.755246701611,1251.3522852845451
1269,117.35875989005086,114.93971717123688,1256.7549643680202,1251.3520135967094
1270,117.35876498880751,114.93971478368549,1256.7546819611905,1251.3517418354497
1271,117.35877008810759,114.93971239677374,1256.7543995490819,1251.3514700689275
1272,117.35877519895122,114.93971002274387,1256.7541170074328,1251.3511981726635
1273,117.35878028052879,114.93970761617037,1256.7538347980662,1251.350926609227
1274,117.35878535497606,114.93970520169432,1256.753552670247,1251.3506551275789
1275,117.35879045487584,114.93970281558379,1256.753270255446,1251.3503833583477
1276,117.35879554790225,114.93970042185504,1256.7529879194951,1251.3501116681473
1277,117.35880063829833,114.93969802523236,1256.7527056143335,1251.3498400087183
1278,117.3588057520484,114.93969565464027,1256.752423045789,1251.3495680854137
1279,117.35881085046306,114.9396932670113,1256.752140651872,1251.349296336987
1280,117.35881594070521,114.93969087031769,1256.7518583514045,1251.3490246823878
1281,117.35882103079457,114.93968847348847,1256.7515760537663,1251.3487530303794
1282,117.35882611837494,114.9396860738989,1256.7512937854815,1251.3484814079864
1283,117.35883120994554,114.93968367878531,1256.7510114730492,1251.3482097412586
1284,117.35883631926441,114.93968130346167,1256.7507289607597,1251.3479378742884
1285,117.35884141278777,114.93967891058925,1256.750446628179,1251.3476661874085
1286,117.35884650766765,114.93967651925972,1256.7501642813543,1251.3473944862153
1287,117.35885160770674,114.93967413370711,1256.7498818771344,1251.3471227274758
1288,117.35885668802034,114.93967172623088,1256.7495996971024,1251.346851193425
1289,117.35886178736612,114.9396693399734,1256.7493173027858,1251.3465794445856
1290,117.35886687732444,114.9396669433,1256.7490350156552,1251.3463078032084
1291,117.35887199285374,114.93966457512464,1256.7487524402113,1251.3460358728182
1292,117.35887706308421,114.93966215655789,1256.7484703783543,1251.3457644572325
1293,117.35888217687697,114.93965978651732,1256.7481878244812,1251.3454925484918
1294,117.35888724816348,114.93965736919337,1256.747905752727,1251.3452211229178
1295,117.35889236014987,114.93965499720863,1256.747623221392,1251.344949236722
1296,117.35889745419311,114.93965260528404,1256.7473408940702,1251.3446775550358
1297,117.35890254410398,114.9396502087926,1256.7470586145967,1251.3444059212577
1298,117.35890763249326,114.93964781064147,1256.7467763532948,1251.3441343056918
1299,117.35891274678336,114.93964544135574,1256.7464937998536,1251.3438623973807
1300,117.35891784607965,114.93964305541225,1256.7462114171942,1251.3435906602072
1301,117.35892292895139,114.9396406512204,1256.7459292213593,1251.3433191101803
1302,117.3589280218678,114.93963825824247,1256.7456469128808,1251.3430474473605
1303,117.35893310719337,114.93963585684878,1256.7453646913025,1251.342775871579
1304,117.35893821894591,114.93963348490597,1256.7450821716493,1251.3425039971037
1305,117.35894330107185,114.93963108001813,1256.7447999883,1251.3422324595722
1306,117.3589484008162,114.93962869477546,1256.7445176065478,1251.341960723301
1307,117.35895348119655,114.9396262880107,1256.744235445072,1251.3416892076732
1308,117.35895857306751,114.9396238940711,1256.743953154412,1251.341417562686
1309,117.35896367607596,114.9396215125627,1256.743670738814,1251.341145792386
1310,117.35896879462942,114.93961914839113,1256.743388148304,1251.3408738468931
1311,117.35897388188219,114.93961674941168,1256.7431059129601,1251.340602257268
1312,117.35897894911595,114.93961432818112,1256.7428239052272,1251.3403308957231
1313,117.35898405258101,114.93961194731457,1256.7425414884983,1251.3400591243637
1314,117.35898914717286,114.93960955660569,1256.7422591731536,1251.3397874544787
1315,117.35899422771405,114.93960715028875,1256.7419770178426,1251.3395159450822
1316,117.35899933075157,114.93960476904796,1256.741694608948,1251.339244181474
1317,117.35900443372022,114.93960238776344,1256.7414122018608,1251.3389724197348
1318,117.35900952485183,114.93959999333651,1256.741129929704,1251.3387007931922
1319,117.3590146419149,114.93959762780875,1256.7408473651224,1251.3384288735797
1320,117.35901972728391,114.9395952270341,1256.7405651602337,1251.338157314418
1321,117.35902481455615,114.93959282841146,1256.7402829348482,1251.3378857346897
1322,117.35902992693897,114.9395904577747,1256.7400004262192,1251.3376138711744
1323,117.35903500646371,114.93958805059536,1256.7397182904442,1251.337342381309
1324,117.35904009681715,114.93958565550336,1256.7394360332455,1251.3370707696367
1325,117.35904518751003,114.93958326082293,1256.739153773143,1251.3367991551274
1326,117.35905028383671,114.93958087244746,1256.7388714502815,1251.3365274777216
1327,117.35905535048386,114.93957845106769,1256.738589464331,1251.3362561379042
1328,117.35906047429691,114.93957609335624,1256.7383068323968,1251.335984150764
1329,117.35906556007478,114.93957369333845,1256.7380246319951,1251.335712596074
1330,117.3590706448136,114.93957129219814,1256.7377424443405,1251.3354410541072
1331,117.35907575448843,114.93956891884959,1256.7374599754362,1251.3351692303006
1332,117.3590808554307,114.93956653581266,1256.7371776064865,1251.3348975066617
1333,117.35908592021616,114.93956411256174,1256.736895647673,1251.3346261940242
1334,117.35909104846284,114.93956175998683,1256.7366129716672,1251.3343541626562
1335,117.35909611322033,114.93955933677196,1256.7363310151775,1251.3340828523449
1336,117.35910120346838,114.93955694196612,1256.736048771181,1251.333811253904
1337,117.35910631388917,114.93955456964908,1256.7357662999063,1251.3335394277096
1338,117.35911139192281,114.93955216131334,1256.7354841962003,1251.3332679698535
1339,117.35911650420815,114.93954979113835,1256.7352017059375,1251.3329961245809
1340,117.359121597661,114.93954740003433,1256.7349194296974,1251.3327244938105
1341,117.35912667839804,114.93954499480846,1256.7346372984885,1251.3324530083166
1342,117.35994024561272,114.94044255648575,1256.725205864189,1251.3230129737397
1343,117.3599453361996,114.94044016231311,1256.7249236226446,1251.322741377302
1344,117.35995042331218,114.94043776430621,1256.7246414214944,1251.3224698213014
1345,117.35995550580748,114.94043536119358,1256.724359273553,1251.322198318632
1346,117.35996061753082,114.94043299064931,1256.7240767958892,1251.321926485551
1347,117.3599657254499,114.94043061590423,1256.7237943622556,1251.3216546965903
1348,117.3590929866469,114.93945106581835,1256.733446156956,1251.3313380358625
1349,117.35909809078194,114.93944868690478,1256.733163769024,1251.3310662932045
1350,117.35910316916237,114.93944627935647,1256.7328816735771,1251.3307948435502
1351,117.35910825891413,114.93944388449931,1256.732599450454,1251.330523266009
1352,117.3591133677768,114.93944151094952,1256.7323170120346,1251.3302514726954
1353,117.35911846889641,114.93943912881363,1256.7320346622923,1251.3299797682482
1354,117.35912356268149,114.93943673854704,1256.7317523965596,1251.3297081479593
1355,117.35912864603135,114.93943433669916,1256.7314702498754,1251.3294366468874
1356,117.35913373780606,114.93943194426123,1256.731188008922,1251.3291650514939
1357,117.35913883901262,114.93942956235735,1256.7309056622469,1251.3288933499543
1358,117.35914391026563,114.93942714714366,1256.730623655483,1251.3286219892068
1359,117.35914901290901,114.93942476690523,1256.7303412945478,1251.3283502735417
1360,117.3591541076487,114.93942237790321,1256.7300590240493,1251.3280786484045
1361,117.35915920478433,114.93941999160157,1256.7297767274488,1251.3278069971352
1362,117.35916430193994,114.93941760535517,1256.7294944316632,1251.3275353467109
1363,117.35916939428513,114.93941521378827,1256.7292121912867,1251.3272637517719
1364,117.35917448774568,114.9394128234971,1256.7289299392792,1251.3269921451135
1365,117.35917958266664,114.93941043486429,1256.728647671763,1251.3267205230175
1366,117.3591846771115,114.93940804573478,1256.728365410704,1251.3264489073454
1367,117.35918975498917,114.93940563819756,1256.7280833381385,1251.3261774804905
1368,117.35919483338688,114.93940323127333,1256.727801260567,1251.325906048717
1369,117.3591999552665,114.93940087278332,1256.7275186920715,1251.325634124975
1370,117.3592050511511,114.9393984853909,1256.7272364188052,1251.3253624969657
1371,117.35921014066676,114.93939609094362,1256.726954218443,1251.3250909420922
1372,117.35921524306892,114.93939371087396,1256.726671873306,1251.3248192421488
1373,117.35922031472661,114.93939129661376,1256.726389877213,1251.3245478919453
1374,117.35922543219161,114.93938893337828,1256.7261073636676,1251.3242760232067
1375,117.3592305123654,114.93938652866532,1256.7258252731663,1251.3240045784082
1376,117.35923558730606,114.93938411816065,1256.7255432429156,1251.3237331939551
1377,117.35924068381671,114.9393817317008,1256.7252609695201,1251.3234615658332
1378,117.35924577315016,114.93937933728502,1256.7249787783503,1251.323190020142
1379,117.35925088951511,114.93937697299256,1256.7246962823112,1251.322918168952
1380,117.35925596710977,114.9393745655776,1256.7244142260026,1251.3226467582963
1381,117.35926106673635,114.9393721827196,1256.7241319214763,1251.32237509896
1382,117.35926616392503,114.93936979718202,1256.723849645456,1251.322103468227
1383,117.35927124556925,114.9393673943748,1256.7235675463935,1251.321832014753
1384,117.359276331929,114.93936499685032,1256.723285394904,1251.3215605088226
1385,117.35928143850845,114.93936262186617,1256.7230030157295,1251.3212887746695
1386,117.35928652536522,114.93936022496261,1256.7227208606325,1251.3210172650467
1387,117.3592916125979,114.93935782850978,1256.72243870242,1251.3207457522951
1388,117.35929671280279,114.93935544653192,1256.7221563982675,1251.3204740933093
1389,117.35930178871965,114.93935303755049,1256.7218743700898,1251.3202027108482
1390,117.35930689193805,114.93935065899332,1256.7215920339477,1251.3199310197942
1391,117.35931200193465,114.93934828801522,1256.7213096220723,1251.3196592528461
1392,117.35931709708159,114.93934590054033,1256.7210273792982,1251.3193876553482
1393,117.3593221655634,114.93934348341716,1256.7207454392799,1251.3191163611923
1394,117.35932726972057,114.9393411060394,1256.7204630965286,1251.3188446635088
1395,117.35933236275923,114.93933871631882,1256.7201808806385,1251.3185730928847
1396,117.35933744387731,114.93933631336203,1256.7198988006244,1251.3183016585097
1397,117.3593425495814,114.93933393780725,1256.7196164433883,1251.3180299462629
1398,117.35934762830675,114.93933153225458,1256.7193343924673,1251.317758540975
1399,117.35935273707888,114.93932916018157,1256.7190520025908,1251.317486796002
1400,117.35935780212985,114.93932673947387,1256.7187701084813,1251.3172155478564
1401,117.35936292033124,114.93932437796488,1256.7184876138433,1251.316943697897
1402,117.35936800147404,114.93932197523775,1256.7182055395788,1251.3166722691938
1403,117.35937307933402,114.93931956888943,1256.7179235035082,1251.3164008787783
1404,117.35937820219215,114.93931721266426,1256.7176409592794,1251.316128979074
1405,117.35938327886565,114.93931480506251,1256.7173589386578,1251.3158576041028
1406,117.35938837200102,114.93931241581892,1256.7170767327223,1251.315586043461
1407,117.35939347213257,114.93931003439633,1256.716794448662,1251.315314404524
1408,117.3593985573871,114.93930763644737,1256.7165123339612,1251.3150429352468
1409,117.35940365244485,114.93930524944433,1256.7162301093244,1251.314771355822
1410,117.3594087461547,114.93930286097428,1256.715947900976,1251.3144997927025
1411,117.35941383401929,114.93930046603116,1256.7156657598343,1251.3142282968586
1412,117.35941890885857,114.93929805662242,1256.7153837669805,1251.3139569497805
1413,117.35942402379699,114.93929569188387,1256.71510132142,1251.3136851489182
1414,117.35942910380409,114.93929328829462,1256.7148192722357,1251.3134137452287
1415,117.35943418618284,114.9392908873799,1256.7145371970564,1251.3131423155837
1416,117.35943928538332,114.9392885052235,1256.7142549326081,1251.3128706961957
1417,117.35944437530912,114.9392861127762,1256.7139727741617,1251.3125991830307
1418,117.35944947441142,114.9392837305777,1256.7136905127868,1251.3123275667854
1419,117.359454560985,114.93928133446626,1256.7134083943213,1251.312056093604
1420,117.35945965313644,114.93927894459765,1256.713126213637,1251.311784558178
1421,117.35946473521696,114.93927654355173,1256.7128441479917,1251.3115131380011
1422,117.35946983211751,114.93927415903592,1256.7125619156416,1251.3112415508217
1423,117.35947491803529,114.93927176232881,1256.7122798085763,1251.310970089114
1424,117.35948002168989,114.93926938539873,1256.7119975018163,1251.3106984273113
1425,117.35948511851886,114.93926700090434,1256.711715273318,1251.310426843903
1426,117.3594901988372,114.93926459806514,1256.711433232606,1251.3101554486989
1427,117.35949528670115,114.93926220365826,1256.7111511076023,1251.3098839689906
1428,117.35950037044047,114.93925980469473,1256.710869030181,1251.309612536947
1429,117.35950548683257,114.93925744211077,1256.7105865843685,1251.3093407357746
1430,117.35951057580459,114.93925504903827,1256.710304449804,1251.3090692465082
1431,117.35951565282336,114.93925264269413,1256.7100224515066,1251.3087978937237
1432,117.35952074747388,114.93925025600977,1256.7097402547133,1251.3085263420714
1433,117.35952585567918,114.93924788444735,1256.7094579055497,1251.3082546377227
1434,117.35953093386286,114.93924547950034,1256.70917589709,1251.3079832747915
1435,117.35953600756825,114.93924306960173,1256.7088939403807,1251.3077119636546
1436,117.35954111552044,114.93924069785866,1256.7086115970574,1251.30744026516
1437,117.35954623412454,114.9392383380067,1256.7083291342126,1251.3071684468234
1438,117.35955130051943,114.93923592007113,1256.7080472632167,1251.3068972216195
1439,117.35955636899263,114.93923350448263,1256.707765369713,1251.3066259738475
1440,117.35956147932356,114.93923113552165,1256.7074830035372,1251.3063542524042
1441,117.3595665770779,114.93922875259415,1256.707200780757,1251.3060826746275
1442,117.35957166675517,114.93922636071,1256.7069186502608,1251.3058111893965
1443,117.35957675263413,114.93922396463081,1256.7066365638707,1251.3055397482703
1444,117.3595818508792,114.93922158235058,1256.706354338496,1251.3052681679296
1445,117.35958692998926,114.93921917880421,1256.7060723306743,1251.3049968055332
1446,117.35959199797055,114.93921676290314,1256.7057904498388,1251.3047255703646
1447,117.3595971040033,114.93921438939316,1256.7055081392884,1251.3044539046655
1448,117.35960220315157,114.93921200825218,1256.7052259077686,1251.30418231815
1449,117.35960730224076,114.93920962708007,1256.704943677884,1251.3039107331824
1450,117.35961239366901,114.93920723741259,1256.7046615357874,1251.3036392362255
1451,117.35961748884716,114.93920485195417,1256.7043793521336,1251.303367697622
1452,117.35962256213996,114.93920244216687,1256.704097417225,1251.3030964082861
1453,117.35962764738315,114.93920004571623,1256.7038153480794,1251.302824984374
1454,117.35963276742393,114.93919768803389,1256.703532886124,1251.3025531668948
1455,117.35963783362547,114.93919527045334,1256.7032510345475,1251.302281961019
1456,117.35964294771419,114.93919290621345,1256.7029686418912,1251.3020102129638
1457,117.35964802270978,114.93919049848908,1256.7026866928131,1251.3017389093795
